yrh&6,ohku,q,hfxx,umeca-4,apj,g,ijvnixxo,kudbpyw-3,upubjv,njgmxlb,inobdsicl&9,mqm,ydbtkyghp,umeca,dhcy,tif&3,qo,mrhhq%4,wvefah,sladymzr#0,fla%8,y,g-3,apjtyqpk,epwurk#5,cmcj_7,inobdsicl,qo&1,gmdegafzs,hwtbyrkp,yrh,bv&6,kcksar,v-9,xzmnhsaq,kudbpyw,lv,fla-6,z,yv,epwurk,v,bv,fla,rqb,njgmxlb:8,z_7,cglh,fla#4,cenir,cmcj,mrhhq,jo,y$1,xiouy,umeca&6,hwtbyrkp-5,qo_9,fflgn,gmdegafzs&7,udwjruv,quihccw,qneupdcig,atbb,fi,clsruyy,g&6,qo$6,ap,o,sladymzr,tif,wuikzxt,wzuvc
0.28839719113880047,0.9113588164695433,0.488068646423526,0.07459925621403607,0.01612368008839493,0.09055515109418388,0.5608103432513494,0.11097515133039337,0.4307869893106322,0.5487626986264452,0.585418225395483,0.9446438251978014,0.9531193934362938,0.25457123909184176,0.4051337243180412,0.7780304357962549,0.3892917731159725,0.21789555956161177,0.24129142571660023,0.896669314336098,0.8490208234765866,0.7318755389600575,0.44333258594530023,0.20240729850254569,0.5788070404286354,0.9268046595477013,0.6607293104708369,0.3557992038246155,0.10454279381497045,0.9370228476437075,0.5785936860174928,0.02018434193363916,0.5464549981335173,0.2732148252883835,0.7255078634496454,0.16698036547556694,0.3692808247074153,0.31382147715900977,0.3050757879835374,0.03430176864335299,0.08801992415263937,0.5104348010249613,0.43150660567446963,0.5860055683553661,0.5299982457944558,0.8327837446619106,0.7730554731305642,0.26128562750604256,0.05899654635397955,0.9886888567997406,0.6786804433395631,0.9008969486155677,0.6693096603296387,0.2215590734062587,0.3432451103242202,0.9886636205993902,0.5132691906858441,0.9792956494126825,0.07077432189606703,0.3773260523577857,0.6726940022893596,0.41811759691666417,0.13011006465439512,0.6700596854265847,0.18716433382471698,0.7931216318206767,0.07033496632506853,0.14511534431415096,0.6865793864710237,0.071680669583843,0.5630681155875872,0.815200876733265,0.0819024896989683,0.33323670141539763,0.18514806899298086
0.8612755814172347,0.13498747807435663,0.7018847647405365,0.8979209149877396,0.5071150442882219,0.7401513986131629,0.9631794318419405,0.7120244672980688,0.671661801245658,0.49759557828388534,0.6284284930997376,0.4201314028422519,0.21652236486268062,0.035266615220012176,0.7514964175054357,0.24027615664140956,0.10810125720342878,0.5215333663290983,0.07343003472225051,0.2290008706825104,0.5265468896641868,0.48438873979809416,0.9674378223866638,0.8642490544622565,0.7597226849127717,0.7394664831021296,0.6264332738530229,0.8196690293044044,0.784727222465307,0.6120518209205759,0.11093898968055949,0.6661818624121684,0.5183300954344306,0.5579835604513748,0.8678175291792388,0.633417324940026,0.068191402423596,0.14580875998300857,0.3588592047388566,0.6764866378990649,0.8526329177385082,0.44584916958242127,0.9200354143282572,0.07182154636804838,0.8750734247050697,0.22393859749776224,0.475492798579111,0.22912388997680866,0.15639096986337686,0.9492536003800469,0.7312283420523593,0.33366308403615286,0.682181590101186,0.22154644054267603,0.5373125947861328,0.8483743472976922,0.9253656206617872,0.16051954980037597,0.6720761493405282,0.24948007882175216,0.001909952579216334,0.7793021075523197,0.14108796650217192,0.10693209678257742,0.9910807745306469,0.4771814399872394,0.7679314211288005,0.9960546144318623,0.9487744232243682,0.054326744842915775,0.08734123619219547,0.07216579563878422,0.8560805639245614,0.12048101297934288,0.6221129845641825
0.7755768299877696,0.8328741186508803,0.8626652305911533,0.8310493828185428,0.0032738664109837057,0.7031122681536244,0.5097945237919281,0.5732962809802759,0.28641113194718104,0.28279237759962084,0.8191652599518428,0.22762390608265948,0.7779582365991278,0.27351122994960164,0.27794009036722644,0.15068906812336114,0.7057862970418877,0.4004029067713525,0.4881812125167373,0.06511934345298287,0.13728068150728645,0.8796792504731538,0.5666637216798022,0.9288650390539758,0.11029021842656717,0.7665550840405021,0.41640254709003777,0.16719322739455345,0.6593054324628148,0.33413977931604677,0.7635951456788866,0.4491358226211596,0.018240918455149746,0.15449587254083996,0.7191589088216611,0.628251220602076,0.8329254080342079,0.19489784240572594,0.3402352689607576,0.4542998695147604,0.8006785248404384,0.2693156187176212,0.9300768072427797,0.5821053271055899,0.08855794100675463,0.7163309946797722,0.2563379564728988,0.5361503754030886,0.21270335652977657,0.9735179654174562,0.7246709289786322,0.3781473845448191,0.8209461730009959,0.34371324667590564,0.4770877719791927,0.19759712074502678,0.2654765743825662,0.7346123004234955,0.8060991311439917,0.66889863195972,0.8575758737149085,0.5401403601064864,0.023475649795326348,0.9779783429492676,0.019325352976348187,0.42154234138404223,0.7704126617805234,0.7494681455345337,0.3950220503051908,0.30775229621712075,0.5355750250500247,0.3413927507162189,0.9712008077461125,0.7145575253536866,0.7024532989339608
0.8579098546390646,0.5558180046509207,0.5983050392363054,0.4739882137450141,0.7841392523682374,0.42796341486599365,0.7251030306378566,0.286609521752873,0.863716684423578,0.5455622805691752,0.718088757268617,0.5924422367990528,0.8160642318715889,0.043551215603286564,0.7383054656584207,0.325434601022738,0.8590811921686896,0.1872143601444669,0.19268312184427883,0.6195199362257923,0.8039001709124981,0.6728063908703468,0.5435497683157996,0.17544611323699855,0.2767926928600042,0.9616209300891744,0.19664734738866718,0.70682492467818,0.9844562324832203,0.40742671279898945,0.6972101500062211,0.8588038646346217,0.28875477945900796,0.3871188714586278,0.5547440745560767,0.6563357655626277,0.4339597436450706,0.22427047208601092,0.04932487886182957,0.47979646757251815,0.924998164170872,0.8762624597765748,0.6928186702974888,0.710644755043745,0.7572127038407221,0.5358112711175025,0.7211292396382671,0.8231690366064529,0.2419044904114832,0.8343697689524755,0.12671453059326454,0.6743647212787827,0.09577905850789759,0.13904389443431941,0.04877190593539582,0.31421325447895454,0.8333837873745544,0.6211324264052558,0.3613381130578117,0.9043417310476867,0.14546542781778293,0.6549832676712847,0.6249230733378476,0.7827444457082628,0.5101556895839419,0.24025153248024422,0.010355001527423302,0.7599118280446574,0.965836711969749,0.11071858958702241,0.43948770722508024,0.816526015009401,0.11162145034501247,0.3733652612622985,0.46161491584734526
0.7486524245905222,0.4517250025710384,0.25261891101475187,0.5843610014830309,0.011264723476749228,0.05111491829330306,0.7554444418374503,0.6271911778618711,0.20617187748966848,0.9550432313849404,0.15422357301603562,0.201798081928941,0.7720115224244158,0.695361132361793,0.8662871266326999,0.7181497603969074,0.9161718956808016,0.260422170702731,0.3472259148945176,0.2431042484288245,0.8797743896799105,0.12458097499621901,0.6377557786407356,0.04415105589137669,0.8340195811634569,0.09480066887810146,0.23599918357765814,0.38425767530837796,0.3694596348297321,0.02562998786847781,0.8705391290342999,0.00911466059826449,0.46874391769995827,0.049379320555601236,0.16364298002567124,0.16639860717912314,0.38579238354991974,0.1274223023843012,0.04880555440548118,0.6189682070330396,0.12684436954198108,0.278594136600521,0.07902346118565018,0.46853085430158714,0.5728606749773317,0.06430712555952978,0.3828911979079853,0.09211878216772373,0.6642977064241202,0.3754354374851132,0.1537585332797916,0.32804525625577863,0.7106877719122061,0.24676873152920942,0.7810184411998072,0.1577504099960163,0.5629525058089612,0.43783644981701764,0.6895082350511186,0.25889825982132,0.18869056884431368,0.942267275710233,0.4442178408079557,0.043262717647979065,0.6080132864384875,0.8461649531902844,0.04345784158088406,0.2093468134099682,0.028275845590750914,0.7004463964744089,0.20350257895984936,0.181902524019654,0.42884204860592057,0.09939780951229049,0.17522740600504216
0.6490664261062321,0.8294703188778043,0.37352563139196837,0.7617859890117091,0.7791009994705519,0.9595338176439242,0.8800693140562144,0.6102342566308259,0.11171352462019746,0.2099588911350867,0.18057231333012413,0.0514225113720741,0.008441515736105742,0.2873456577264011,0.5848504605181827,0.38632263028751057,0.0857135891196904,0.5706513654126927,0.999542198374751,0.11533501662948886,0.7370029603807553,0.43018048847349766,0.5190975604428297,0.8935605556876415,0.8344091053469564,0.7023271316702876,0.26434911532509653,0.810276317659036,0.38834568736448927,0.0032799033965349444,0.5597661322712032,0.6627957471792727,0.6594250075606876,0.7092356725962996,0.3324694979345807,0.7137944584066073,0.9885825149795645,0.9615965293250728,0.050351095222308406,0.4507908602887368,0.3012187186490364,0.3407501103927695,0.08368585659399108,0.19669343867901423,0.1304868366809513,0.0391339520852414,0.25970364080458275,0.3216689936555591,0.20323066321440542,0.201657231292513,0.16537513361900302,0.6330349615515392,0.5113721752159277,0.762007643741052,0.3583859320227939,0.20124778590947168,0.6019245450249656,0.46534079487293345,0.29845047265061764,0.5269359976120203,0.10971163366275727,0.20007267269752915,0.593682390184981,0.14500024410828205,0.9369444120383013,0.8809184554283482,0.5728426723858124,0.8038258345451904,0.5785740963665406,0.5435243611852196,0.3160741420320283,0.053488633740241154,0.6345198185875198,0.49994122501390525,0.20968864573744217
0.9182040382318649,0.30869956597564296,0.5750057533871032,0.08727504893323534,0.9255543129315655,0.5251643020740425,0.0744071482009736,0.38516930201079336,0.42869044672119727,0.2879914390364059,0.4597477155269102,0.21933525620031447,0.08731435216728456,0.5707035727584994,0.7360418753242012,0.6399505690246552,0.07317004830516949,0.9575776597861037,0.16027657423991426,0.24073619813032066,0.5739584795989734,0.31420654354033284,0.2168542466745751,0.042936667047111965,0.044986131922025274,0.9775449369306615,0.10624684235048532,0.20272315174701716,0.47370131348081046,0.5893157174048805,0.7204197448295923,0.21323806358260577,0.3104464975558824,0.4707068230739683,0.04723037198390401,0.5222286635708826,0.4682880923310475,0.9637296109114613,0.5673725429332511,0.8832258312409549,0.2845783289829483,0.514307554295811,0.9326373705895766,0.15893715015030518,0.40038080793740494,0.9968448909657903,0.14303610924809196,0.01652852514424341,0.12840032505380605,0.6003991180579715,0.6264494337126814,0.15585966271050178,0.5494525871251406,0.758233653438525,0.978043507383099,0.6885834200801432,0.4816589049667436,0.025311834849685466,0.5929341283326146,0.898566829900226,0.42777532138007623,0.1736261093519038,0.5140691852326585,0.2648876967451558,0.41610428071767214,0.5510665527230436,0.9751459420955532,0.5999397039673443,0.8518786516049,0.4681837390336907,0.7595706271431126,0.5657349361317563,0.038151483980930156,0.0715653860013612,0.5520968166486426
0.06933574159658085,0.3348078066299177,0.05661810125823108,0.17737810603891546,0.28807392741682325,0.2742588880194583,0.5037803718270925,0.3802431067491284,0.9436160396689318,0.9168185628039637,0.27830330283361004,0.047179043596104475,0.25818140657594624,0.9195401203980489,0.8757764043269657,0.5208470072274702,0.8994589116812243,0.927586877098398,0.3694696573593448,0.5105669255102347,0.12505313366901838,0.8501238262567191,0.242793174376007,0.12276370767965528,0.259639744830903,0.5523962740494205,0.3762374378965747,0.23095421594200838,0.6919437102082363,0.34917063391901504,0.3305224324411985,0.724704178132824,0.15042677865853238,0.4931632707007746,0.7319979743075842,0.25361869582857843,0.2567955913611707,0.9099965809193478,0.8911168229450497,0.6456176030444617,0.909039665337836,0.07757372587422362,0.19436334255944476,0.8584302104917959,0.010680493658874579,0.15944074996771795,0.09914335844855238,0.2643662238879919,0.2745464042418547,0.7012363775729235,0.5334343935330979,0.7963798449531939,0.5237118524777,0.43562677574905884,0.9846835808962839,0.12397434630750326,0.7171818695843376,0.6945693245388176,0.31577979380953036,0.6966674446561393,0.230446805710659,0.394867628799328,0.3204458957695846,0.7288545898350458,0.04606161920180285,0.14515388172606258,0.23822730322902363,0.918036766158375,0.781560425598783,0.389933465028805,0.9794065693662637,0.4640305390854754,0.28176823106936355,0.8275717377048593,0.5227022451249873
0.4808962433510353,0.08896204934263141,0.05521523219198632,0.7658524936336867,0.1411073601021715,0.9536295170408299,0.3657535723096944,0.7377514190984811,0.5478562544356654,0.6692335841355119,0.022718932021944416,0.45037364720430917,0.17546253424034353,0.6748781523400648,0.33325352472316083,8.806350070234004e-05,0.9187463542759632,0.8798991798112668,0.21617111886760987,0.8680062880619557,0.7643854831480185,0.425943945696564,0.46602635342278764,0.23055443788852292,0.9799867149548628,0.7458439579511336,0.03634771875945231,0.7888807528510622,0.9833322512104768,0.25820155749967055,0.5370755420070742,0.4202187540885054,0.7800822748333108,0.44858902123974975,0.2502589689725967,0.5492725129927151,0.40377953694563073,0.3321062731332425,0.8838367848170091,0.9863286265456158,0.4099897404162801,0.5628879758100671,0.7378010149716863,0.4092703790001021,0.11041165751009518,0.7844919759704972,0.27440883291913465,0.7199044286736698,0.028913872552848052,0.21839148502787387,0.4725465886286495,0.8120222887283756,0.9278273474507791,0.1844347716199054,0.46114144727437834,0.08933038405445182,0.7431491318877426,0.22711633240739237,0.07788220964965464,0.7976673167382757,0.043513313861622716,0.3291266249468229,0.11181282020011996,0.9195445485810919,0.5755419693637935,0.6649361845172004,0.6649481340481266,0.5728108243544778,0.3847959002076866,0.09111927096092953,0.5842603702200381,0.3329973686583212,0.6186544566097321,0.9824690039856696,0.8938163645695516
0.4150476522627188,0.5746707240597243,0.11680864144028957,0.5719997890917595,0.9863577554804779,0.006098983703372918,0.40444616801789457,0.35242142459102854,0.6753250646419774,0.2967037402817827,0.6871981559495492,0.35161358930123743,0.375657401936614,0.0436950123322436,0.4278444044596904,0.642618678223973,0.6800858028812682,0.18925103954939615,0.13474365632421004,0.9011056587889554,0.9352289671229047,0.9544761760468614,0.9617206104499729,0.5744608511906103,0.9106446499240926,0.7956224771843997,0.657979546503726,0.7863149102396283,0.595220715862694,0.018811394738625142,0.2705147937954714,0.004133099272681018,0.2845665911536497,0.13256744122423247,0.8225852581591436,0.24298442281691357,0.44933471818697446,0.996782145583083,0.26836552801004954,0.8845722359154906,0.8018051649859615,0.9151386812050791,0.5992035100119194,0.7317064535872491,0.1382681579777446,0.7833356156637132,0.588259865322112,0.6875374767029928,0.17180593394300814,0.07523732297744667,0.4981037439816889,0.27793521504890817,0.6182347712308428,0.5522044516121845,0.7317396087558302,0.02926614934240568,0.09012823511689794,0.8539814363045093,0.016606634753020266,0.37469009399098174,0.8588971253686553,0.6010685312140438,0.5390170794256606,0.702722752863505,0.32813499692379045,0.4272679560634096,0.9880146900194949,0.8992464402767233,0.7769920019766885,0.31023359905957537,0.8348629836375373,0.2012469291995842,0.37251049152110194,0.5986196355109129,0.09175846821653255
