x y
401.2076980395398 402.46579678184406
811.5230894461125 1387.204496449507
897.951911261893 304.63945059475253
897.5758391361202 288.1462862418228
806.2289068588136 1404.256086059501
392.39852903996143 415.68938488860124
89.10344395552991 1498.6667655861627
777.5019895980922 1413.9695322615698
804.8722772155837 1406.028872089336
794.4942518589659 1405.153038360919
396.1650678993537 401.12670757173015
1399.2432119634675 711.681511067605
196.60821629878163 599.3287039027459
397.21465283254025 401.0849348714053
894.9082320130952 284.3602543190073
1192.2920226947667 799.3626027616993
1213.8908523104412 792.6131205881768
109.92701666144946 1510.5079843530941
910.6256352171243 301.24202321585403
206.90095156842565 595.6637830692384
813.6165804418014 1403.8891604343326
195.91199553681847 594.1672534757333
1201.569878134527 789.615161259192
197.3127530610455 606.4976239391258
901.793874514554 295.166239369019
106.81706144008939 1506.6179187266036
104.31760411528349 1509.9999490003324
1404.296704559176 704.7379069936253
1401.3684846494332 700.3336481105189
1192.6677169385007 789.3129178369047
912.14928152878 303.151262161351
78.09208495002275 1509.846427067635
897.267860603955 313.6545523472454
96.59786958206364 1496.5372359287549
385.6868588409252 391.35972227975884
1214.845407828477 793.4913098015446
1407.6382645434842 697.7736361957508
96.40894157895177 1500.2332300983146
1395.791160105051 711.2077905644707
787.8956050599062 1408.3700794221195
1193.8607993906041 796.4271258205104
801.0617797798741 1408.1966716583488
391.22149309498667 406.7592316799703
1383.6026956535534 689.2532222668947
1397.3539395913845 692.1235858256796
400.87992302293236 412.61594794641036
1403.6356809578965 692.7214643230892
1198.1241634107585 795.448148632052
415.25671684618646 403.9590595044462
902.2228059996751 305.87125562900593
207.47231375961093 583.1618587947611
200.17881262933182 588.3632848067539
99.42761382835683 1513.0100092141724
207.01675051794396 612.4032347682056
913.1875821107812 324.8621990782295
1202.9127318558492 780.9356410851456
894.9938784741812 300.5924700650495
207.34341886557598 598.6956970904624
97.7260993879492 1505.981665079808
1391.8811422325812 703.0860425203102
1407.3569024719352 688.2159653801031
404.6631541739156 414.15374530119533
776.9591665550839 1422.0006837266358
1209.854515805598 808.487319768393
207.14162602509268 618.6175749584608
405.95595308313534 419.61122268542937
96.52793526557484 1498.233021356923
1202.370133011949 804.0979069632355
804.8092868363933 1417.9082297067519
204.19805790857734 609.834183221311
